Dates,Season,MatchNo,Venue,Innings,3Batsman,3R,3B,3M,3NotOut,FoWR1,FoWO1,FoWM1,4Batsman,4R,4B,4M,4NotOut,FoWR2,FoWO2,FoWM2,Total
"17,18,19,20 April 2013 ",2013,2086,Harare Sports Club,1,H Masakadza,25,100.0,123,0,10,8.1,37,BRM Taylor (c),171,324.0,489,0.0,22.0,14.4,160,389
"17,18,19,20 April 2013 ",2013,2086,Harare Sports Club,2,Mohammad Ashraful,38,88.0,146,0,53,12.4,57,Mahmudullah,3,14.0,28,0.0,102.0,35.5,156,134
"17,18,19,20 April 2013 ",2013,2086,Harare Sports Club,3,H Masakadza,0,4.0,7,0,7,2.3,11,BRM Taylor (c),102,146.0,258,1.0,9.0,4.1,33,227
"17,18,19,20 April 2013 ",2013,2086,Harare Sports Club,4,Mohammad Ashraful,40,105.0,157,0,21,6.6,30,Mahmudullah,21,21.0,35,0.0,41.0,14.5,187,147
"25,26,27,28,29 April 2013 ",2013,2087,Harare Sports Club,1,Mohammad Ashraful,4,20.0,31,0,44,13.2,59,Mominul Haque,23,41.0,66,0.0,58.0,18.5,138,391
"25,26,27,28,29 April 2013 ",2013,2087,Harare Sports Club,2,H Masakadza,14,41.0,65,0,23,10.5,45,BRM Taylor (c),36,104.0,152,0.0,26.0,12.1,110,282
"25,26,27,28,29 April 2013 ",2013,2087,Harare Sports Club,3,Mohammad Ashraful,4,8.0,16,0,7,3.4,15,Mominul Haque,29,58.0,83,0.0,12.0,5.4,26,291
"25,26,27,28,29 April 2013 ",2013,2087,Harare Sports Club,4,H Masakadza,111,252.0,365,1,36,9.4,45,BRM Taylor (c),10,43.0,46,0.0,66.0,15.1,410,257
"16,17,18,19 May 2013 ",2013,2088,"Lord's, London",1,IJL Trott,39,96.0,132,0,43,22.1,95,IR Bell,31,133.0,168,0.0,67.0,34.6,150,232
"16,17,18,19 May 2013 ",2013,2088,"Lord's, London",2,KS Williamson,60,167.0,276,0,5,0.6,4,LRPL Taylor,66,72.0,111,0.0,7.0,6.4,280,207
"16,17,18,19 May 2013 ",2013,2088,"Lord's, London",3,IJL Trott,56,137.0,226,0,36,8.4,40,JE Root,71,120.0,178,0.0,36.0,9.5,266,213
"16,17,18,19 May 2013 ",2013,2088,"Lord's, London",4,KS Williamson,6,24.0,39,0,1,1.3,6,LRPL Taylor,0,2.0,4,0.0,16.0,5.1,45,68
"24,25,26,27,28 May 2013 ",2013,2089,"Headingley, Leeds",1,IJL Trott,28,60.0,94,0,11,3.6,17,IR Bell,30,73.0,113,0.0,67.0,24.6,115,354
"24,25,26,27,28 May 2013 ",2013,2089,"Headingley, Leeds",2,KS Williamson,13,50.0,71,0,55,13.2,61,LRPL Taylor,6,12.0,18,0.0,62.0,17.5,82,174
"24,25,26,27,28 May 2013 ",2013,2089,"Headingley, Leeds",3,IJL Trott,76,164.0,210,0,72,19.5,85,IR Bell,6,8.0,12,0.0,206.0,61.2,262,287
"24,25,26,27,28 May 2013 ",2013,2089,"Headingley, Leeds",4,KS Williamson,3,23.0,34,0,21,7.3,32,LRPL Taylor,70,121.0,160,0.0,40.0,14.3,95,220
"10,11,12,13,14 July 2013 ",2013,2090,"Trent Bridge, Nottingham",1,IJL Trott,48,80.0,119,0,27,8.6,41,KP Pietersen,14,23.0,26,0.0,78.0,21.1,160,215
"10,11,12,13,14 July 2013 ",2013,2090,"Trent Bridge, Nottingham",2,EJM Cowan,0,1.0,1,0,19,3.3,15,MJ Clarke (c),0,6.0,12,0.0,19.0,3.4,70,280
"10,11,12,13,14 July 2013 ",2013,2090,"Trent Bridge, Nottingham",3,IJL Trott,0,1.0,1,0,11,7.3,34,KP Pietersen,64,150.0,211,0.0,11.0,7.4,260,375
"10,11,12,13,14 July 2013 ",2013,2090,"Trent Bridge, Nottingham",4,EJM Cowan,14,43.0,50,0,84,24.1,97,MJ Clarke (c),23,70.0,92,0.0,111.0,36.4,176,296
"18,19,20,21 July 2013 ",2013,2091,"Lord's, London",1,IJL Trott,58,87.0,137,0,18,4.2,19,KP Pietersen,2,4.0,3,0.0,26.0,5.2,156,361
"18,19,20,21 July 2013 ",2013,2091,"Lord's, London",2,UT Khawaja,14,35.0,46,0,42,12.4,57,PJ Hughes,1,8.0,13,0.0,50.0,15.2,65,128
"18,19,20,21 July 2013 ",2013,2091,"Lord's, London",3,IJL Trott,0,6.0,8,0,22,10.2,44,KP Pietersen,5,11.0,10,0.0,22.0,12.2,466,349
"18,19,20,21 July 2013 ",2013,2091,"Lord's, London",4,UT Khawaja,54,133.0,171,0,24,6.4,31,PJ Hughes,1,21.0,22,0.0,32.0,9.5,202,235
"1,2,3,4,5 August 2013 ",2013,2092,"Old Trafford, Manchester",1,UT Khawaja,1,19.0,26,0,76,16.5,82,MJ Clarke (c),187,314.0,443,0.0,82.0,22.6,171,527
"1,2,3,4,5 August 2013 ",2013,2092,"Old Trafford, Manchester",2,TT Bresnan,1,15.0,16,0,47,23.4,97,IJL Trott,5,32.0,57,0.0,49.0,27.3,233,368
"1,2,3,4,5 August 2013 ",2013,2092,"Old Trafford, Manchester",3,UT Khawaja,24,38.0,77,0,23,5.6,25,SR Watson,18,24.0,29,0.0,74.0,17.6,79,172
"1,2,3,4,5 August 2013 ",2013,2092,"Old Trafford, Manchester",4,IJL Trott,11,27.0,46,0,0,2.3,10,KP Pietersen,8,16.0,17,0.0,15.0,12.2,95,37
"9,10,11,12 August 2013 ",2013,2093,"Riverside Ground, Chester-le-Street",1,IJL Trott,49,60.0,89,0,34,17.4,78,KP Pietersen,26,35.0,50,0.0,107.0,39.2,230,238
"9,10,11,12 August 2013 ",2013,2093,"Riverside Ground, Chester-le-Street",2,UT Khawaja,0,6.0,8,0,12,3.6,17,MJ Clarke (c),6,18.0,42,0.0,12.0,5.6,354,270
"9,10,11,12 August 2013 ",2013,2093,"Riverside Ground, Chester-le-Street",3,IJL Trott,23,29.0,31,0,17,6.3,35,KP Pietersen,44,84.0,154,0.0,42.0,12.6,62,330
"9,10,11,12 August 2013 ",2013,2093,"Riverside Ground, Chester-le-Street",4,UT Khawaja,21,35.0,39,0,109,29.2,120,MJ Clarke (c),21,27.0,43,0.0,147.0,39.1,174,224
"21,22,23,24,25 August 2013 ",2013,2094,"Kennington Oval, London",1,SR Watson,176,247.0,339,0,11,4.2,20,MJ Clarke (c),7,39.0,46,0.0,118.0,33.1,359,492
"21,22,23,24,25 August 2013 ",2013,2094,"Kennington Oval, London",2,IJL Trott,40,134.0,193,0,68,31.3,138,KP Pietersen,50,133.0,190,0.0,118.0,53.4,234,377
"21,22,23,24,25 August 2013 ",2013,2094,"Kennington Oval, London",3,JP Faulkner,22,22.0,30,0,34,8.3,37,BJ Haddin †,0,1.0,6,0.0,44.0,11.1,50,111
"21,22,23,24,25 August 2013 ",2013,2094,"Kennington Oval, London",4,IJL Trott,59,87.0,135,0,22,4.5,20,KP Pietersen,62,55.0,66,0.0,86.0,19.5,81,206
"3,4,5,6,7 September 2013 ",2013,2095,Harare Sports Club,1,Azhar Ali,78,185.0,263,0,13,6.3,26,Younis Khan,3,9.0,11,0.0,21.0,11.5,289,249
"3,4,5,6,7 September 2013 ",2013,2095,Harare Sports Club,2,H Masakadza (c),19,52.0,80,0,25,8.1,39,Sikandar Raza,60,118.0,164,0.0,68.0,26.6,118,327
"3,4,5,6,7 September 2013 ",2013,2095,Harare Sports Club,3,Azhar Ali,0,4.0,8,0,17,5.5,23,Younis Khan,200,404.0,614,1.0,21.0,7.3,44,419
"3,4,5,6,7 September 2013 ",2013,2095,Harare Sports Club,4,H Masakadza (c),1,8.0,5,0,13,7.3,28,Sikandar Raza,24,54.0,75,0.0,14.0,8.5,40,120
"10,11,12,13,14 September 2013 ",2013,2096,Harare Sports Club,1,H Masakadza,75,169.0,217,0,0,0.2,1,BRM Taylor (c),51,128.0,190,0.0,31.0,16.2,218,294
"10,11,12,13,14 September 2013 ",2013,2096,Harare Sports Club,2,Azhar Ali,7,33.0,53,0,29,10.5,49,Younis Khan,77,223.0,301,0.0,62.0,23.1,164,230
"10,11,12,13,14 September 2013 ",2013,2096,Harare Sports Club,3,H Masakadza,44,120.0,179,0,13,5.3,25,T Panyangara,0,2.0,6,0.0,117.0,48.6,200,199
"10,11,12,13,14 September 2013 ",2013,2096,Harare Sports Club,4,Azhar Ali,0,10.0,15,0,30,7.4,34,Younis Khan,29,47.0,56,0.0,46.0,11.2,90,239
"9,10,11,12,13 October 2013 ",2013/14,2097,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,KS Williamson,114,210.0,275,0,57,22.4,79,LRPL Taylor,28,47.0,79,0.0,183.0,62.6,354,469
"9,10,11,12,13 October 2013 ",2013/14,2097,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,Marshall Ayub,25,109.0,165,0,1,0.1,1,Mominul Haque,181,274.0,377,0.0,8.0,3.3,166,501
"9,10,11,12,13 October 2013 ",2013/14,2097,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,KS Williamson,74,150.0,228,0,48,15.5,54,LRPL Taylor,54,105.0,136,1.0,149.0,56.6,282,287
"9,10,11,12,13 October 2013 ",2013/14,2097,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,Marshall Ayub,31,65.0,66,0,39,15.4,62,Mominul Haque,22,41.0,51,1.0,99.0,33.6,125,173
"14,15,16,17 October 2013 ",2013/14,2098,"Sheikh Zayed Stadium, Abu Dhabi",1,HM Amla,118,252.0,372,0,6,2.5,14,JH Kallis,5,28.0,46,0.0,19.0,6.2,386,249
"14,15,16,17 October 2013 ",2013/14,2098,"Sheikh Zayed Stadium, Abu Dhabi",2,Azhar Ali,11,35.0,48,0,135,43.6,191,Younis Khan,1,9.0,13,0.0,173.0,57.3,384,442
"14,15,16,17 October 2013 ",2013/14,2098,"Sheikh Zayed Stadium, Abu Dhabi",3,HM Amla,10,27.0,67,0,38,10.4,50,JH Kallis,0,5.0,4,0.0,57.0,17.3,85,232
"14,15,16,17 October 2013 ",2013/14,2098,"Sheikh Zayed Stadium, Abu Dhabi",4,Azhar Ali,3,8.0,7,0,4,1.2,4,Younis Khan,9,36.0,44,1.0,7.0,2.6,15,45
"21,22,23,24,25 October 2013 ",2013/14,2099,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Marshall Ayub,41,62.0,77,0,23,4.2,19,Mominul Haque,47,59.0,80,0.0,90.0,22.6,222,282
"21,22,23,24,25 October 2013 ",2013/14,2099,"Shere Bangla National Stadium, Mirpur, Dhaka",2,KS Williamson,62,151.0,243,0,31,12.6,48,LRPL Taylor,53,79.0,107,0.0,32.0,14.2,291,437
"21,22,23,24,25 October 2013 ",2013/14,2099,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Marshall Ayub,9,13.0,21,0,39,10.1,43,Mominul Haque,126,225.0,313,1.0,55.0,14.2,302,269
"23,24,25,26 October 2013 ",2013/14,2100,Dubai International Cricket Stadium,1,Azhar Ali,19,54.0,80,0,0,0.2,1,Younis Khan,10,26.0,32,0.0,38.0,16.6,101,99
"23,24,25,26 October 2013 ",2013/14,2100,Dubai International Cricket Stadium,2,D Elgar,23,70.0,94,0,37,10.5,52,JH Kallis,7,30.0,37,0.0,91.0,32.6,627,517
"23,24,25,26 October 2013 ",2013/14,2100,Dubai International Cricket Stadium,3,Azhar Ali,19,73.0,112.0,0,0,0.4,5.0,Younis Khan,36,102.0,145.0,0.0,2.0,1.5,117.0,326
"6,7,8 November 2013 ",2013/14,2101,"Eden Gardens, Kolkata",1,DM Bravo,23,96.0,124,0,34,10.1,42,MN Samuels,65,98.0,102,0.0,47.0,14.2,166,234
"6,7,8 November 2013 ",2013/14,2101,"Eden Gardens, Kolkata",2,CA Pujara,17,36.0,64,0,42,14.4,64,SR Tendulkar,10,24.0,41,0.0,57.0,20.4,92,453
"6,7,8 November 2013 ",2013/14,2101,"Eden Gardens, Kolkata",3,DM Bravo,37,78.0,93,0,33,9.6,39,MN Samuels,4,5.0,8,0.0,101.0,30.4,114,168
"14,15,16 November 2013 ",2013/14,2102,"Wankhede Stadium, Mumbai",1,DM Bravo,29,63.0,78,0,25,5.6,24,MN Samuels,19,59.0,66,0.0,86.0,24.4,128,182
"14,15,16 November 2013 ",2013/14,2102,"Wankhede Stadium, Mumbai",2,CA Pujara,113,167.0,264,0,77,13.2,63,SR Tendulkar,74,118.0,150,0.0,77.0,13.4,327,495
"14,15,16 November 2013 ",2013/14,2102,"Wankhede Stadium, Mumbai",3,TL Best,9,17.0,16,0,15,6.2,26,DM Bravo,11,10.0,11,0.0,28.0,9.4,81,187
"21,22,23,24 November 2013 ",2013/14,2103,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,SR Watson,22,71.0,99,0,12,3.1,15,MJ Clarke (c),1,10.0,7,0.0,71.0,24.3,142,295
"21,22,23,24 November 2013 ",2013/14,2103,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,IJL Trott,10,19.0,37,0,28,10.2,43,KP Pietersen,18,42.0,61,0.0,55.0,17.1,165,136
"21,22,23,24 November 2013 ",2013/14,2103,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,SR Watson,6,27.0,28,0,67,23.1,94,MJ Clarke (c),113,130.0,197,0.0,75.0,29.3,288,401
"21,22,23,24 November 2013 ",2013/14,2103,"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,IJL Trott,9,9.0,11,0,1,4.4,18,KP Pietersen,26,52.0,95,0.0,10.0,7.1,226,179
"3,4,5,6,7 December 2013 ",2013/14,2104,"University Oval, Dunedin",1,AJ Redmond,20,34.0,41,0,95,24.6,114,LRPL Taylor,217,319.0,491,1.0,117.0,35.2,226,609
"3,4,5,6,7 December 2013 ",2013/14,2104,"University Oval, Dunedin",2,DM Bravo,40,69.0,114,0,4,2.1,8,MN Samuels,14,68.0,92,0.0,24.0,9.4,122,213
"3,4,5,6,7 December 2013 ",2013/14,2104,"University Oval, Dunedin",3,DM Bravo,218,416.0,572,0,18,5.4,24,MN Samuels,23,46.0,57,0.0,135.0,37.4,596,507
"3,4,5,6,7 December 2013 ",2013/14,2104,"University Oval, Dunedin",4,AJ Redmond,6,14.0,20,0,3,3.1,12,LRPL Taylor,16,61.0,94,1.0,15.0,7.6,50,79
"5,6,7,8,9 December 2013 ",2013/14,2105,Adelaide Oval,1,SR Watson,51,119.0,160,0,34,7.6,36,MJ Clarke (c),148,245.0,350,0.0,155.0,51.6,199,570
"5,6,7,8,9 December 2013 ",2013/14,2105,Adelaide Oval,2,JE Root,15,80.0,114,0,9,2.4,13,KP Pietersen,4,12.0,19,0.0,57.0,29.6,202,172
"5,6,7,8,9 December 2013 ",2013/14,2105,Adelaide Oval,3,SR Watson,0,2.0,2,0,4,2.2,11,MJ Clarke (c),22,51.0,77,0.0,4.0,2.4,164,132
"5,6,7,8,9 December 2013 ",2013/14,2105,Adelaide Oval,4,JE Root,87,194.0,269,0,1,1.3,7,KP Pietersen,53,99.0,151,0.0,20.0,11.4,276,312
"11,12,13 December 2013 ",2013/14,2106,"Basin Reserve, Wellington",1,KS Williamson,45,83.0,123,0,14,6.1,30,LRPL Taylor,129,227.0,307,0.0,24.0,11.2,153,441
"11,12,13 December 2013 ",2013/14,2106,"Basin Reserve, Wellington",2,DM Bravo,4,12.0,16,0,46,14.3,60,MN Samuels,60,81.0,129,0.0,67.0,17.5,116,193
"11,12,13 December 2013 ",2013/14,2106,"Basin Reserve, Wellington",3,DM Bravo,0,2.0,3,0,74,24.5,112,MN Samuels,12,17.0,35,0.0,75.0,25.2,130,175
"13,14,15,16,17 December 2013 ",2013/14,2107,"W.A.C.A. Ground, Perth",1,SR Watson,18,29.0,43,0,13,1.6,11,MJ Clarke (c),24,44.0,58,0.0,52.0,10.3,143,385
"13,14,15,16,17 December 2013 ",2013/14,2107,"W.A.C.A. Ground, Perth",2,JE Root,4,16.0,23,0,85,25.4,104,KP Pietersen,19,59.0,96,0.0,90.0,30.5,212,251
"13,14,15,16,17 December 2013 ",2013/14,2107,"W.A.C.A. Ground, Perth",3,SR Watson,103,108.0,169,0,157,43.1,161,MJ Clarke (c),23,53.0,63,0.0,183.0,48.5,187,369
"13,14,15,16,17 December 2013 ",2013/14,2107,"W.A.C.A. Ground, Perth",4,JE Root,19,88.0,125,0,0,0.1,1,KP Pietersen,45,57.0,88,0.0,62.0,18.6,126,353
"18,19,20,21,22 December 2013 ",2013/14,2108,"The Wanderers Stadium, Johannesburg",1,CA Pujara,25,98.0,148,0,17,8.6,37,V Kohli,119,181.0,257,0.0,24.0,15.1,185,280
"18,19,20,21,22 December 2013 ",2013/14,2108,"The Wanderers Stadium, Johannesburg",2,HM Amla,36,74.0,117,0,37,13.1,61,JH Kallis,0,1.0,2,0.0,130.0,38.1,187,244
"18,19,20,21,22 December 2013 ",2013/14,2108,"The Wanderers Stadium, Johannesburg",3,CA Pujara,153,270.0,353,0,23,7.3,32,V Kohli,96,193.0,254,0.0,93.0,33.5,385,421
"18,19,20,21,22 December 2013 ",2013/14,2108,"The Wanderers Stadium, Johannesburg",4,HM Amla,4,13.0,26,0,108,30.4,126,F du Plessis,134,309.0,395,0.0,118.0,36.2,204,450
"19,20,21,22 December 2013 ",2013/14,2109,"Seddon Park, Hamilton",1,KA Edwards,6,42.0,67,0,41,16.3,75,MN Samuels,0,9.0,16,0.0,77.0,31.3,133,367
"19,20,21,22 December 2013 ",2013/14,2109,"Seddon Park, Hamilton",2,KS Williamson,58,148.0,187,0,18,5.2,27,LRPL Taylor,131,264.0,326,0.0,43.0,21.3,214,349
"19,20,21,22 December 2013 ",2013/14,2109,"Seddon Park, Hamilton",3,KOA Powell,0,5.0,3,0,12,4.1,20,MN Samuels,8,38.0,50,0.0,12.0,4.6,38,103
"19,20,21,22 December 2013 ",2013/14,2109,"Seddon Park, Hamilton",4,KS Williamson,56,83.0,103,0,33,12.4,50,LRPL Taylor,2,8.0,9,1.0,116.0,37.6,164,124
"26,27,28,29 December 2013 ",2013/14,2110,Melbourne Cricket Ground,1,JE Root,24,82.0,116,0,48,16.5,70,KP Pietersen,71,161.0,254,0.0,96.0,33.6,146,255
"26,27,28,29 December 2013 ",2013/14,2110,Melbourne Cricket Ground,2,SR Watson,10,15.0,23,0,19,6.3,28,MJ Clarke (c),10,34.0,61,0.0,36.0,11.2,224,204
"26,27,28,29 December 2013 ",2013/14,2110,Melbourne Cricket Ground,3,JE Root,15,24.0,37,0,65,21.3,91,KP Pietersen,49,90.0,158,0.0,86.0,27.5,122,179
"26,27,28,29 December 2013 ",2013/14,2110,Melbourne Cricket Ground,4,SR Watson,83,90.0,158,1,64,17.6,75,MJ Clarke (c),6,20.0,26,1.0,200.0,45.5,207,231
"26,27,28,29,30 December 2013 ",2013/14,2111,"Kingsmead, Durban",1,CA Pujara,70,132.0,233,0,41,13.1,64,V Kohli,46,87.0,114,0.0,198.0,66.3,309,334
"26,27,28,29,30 December 2013 ",2013/14,2111,"Kingsmead, Durban",2,HM Amla,3,18.0,24,0,103,27.1,120,JH Kallis,115,316.0,393,0.0,113.0,32.6,148,500
"26,27,28,29,30 December 2013 ",2013/14,2111,"Kingsmead, Durban",3,CA Pujara,32,100.0,137,0,8,5.3,23,V Kohli,11,27.0,26,0.0,53.0,27.5,160,223
"31 December 2013, 1,2,3,4 January 2014 ",2013/14,2112,"Sheikh Zayed Stadium, Abu Dhabi",1,KC Sangakkara,16,32.0,59,0,57,19.3,99,DPMD Jayawardene,5,8.0,13,0.0,67.0,26.4,123,204
"31 December 2013, 1,2,3,4 January 2014 ",2013/14,2112,"Sheikh Zayed Stadium, Abu Dhabi",2,Mohammad Hafeez,11,18.0,18,0,46,18.1,70,Younis Khan,136,198.0,288,0.0,59.0,21.6,128,383
"31 December 2013, 1,2,3,4 January 2014 ",2013/14,2112,"Sheikh Zayed Stadium, Abu Dhabi",3,KC Sangakkara,55,99.0,136,0,47,15.1,71,DPMD Jayawardene,0,1.0,4,0.0,146.0,48.6,263,480
"31 December 2013, 1,2,3,4 January 2014 ",2013/14,2112,"Sheikh Zayed Stadium, Abu Dhabi",4,Mohammad Hafeez,80,136.0,175,1,24,6.3,27,Younis Khan,13,42.0,55,1.0,125.0,37.3,202,158
"3,4,5 January 2014 ",2013/14,2113,Sydney Cricket Ground,1,SR Watson,43,59.0,93,0,22,5.5,26,MJ Clarke (c),10,29.0,32,0.0,51.0,15.4,119,326
"3,4,5 January 2014 ",2013/14,2113,Sydney Cricket Ground,2,JM Anderson,7,24.0,31,0,6,3.3,14,IR Bell,2,32.0,56,0.0,8.0,6.2,45,155
"3,4,5 January 2014 ",2013/14,2113,Sydney Cricket Ground,3,SR Watson,9,9.0,18,0,27,6.4,31,MJ Clarke (c),6,18.0,25,0.0,47.0,10.3,275,276
"3,4,5 January 2014 ",2013/14,2113,Sydney Cricket Ground,4,IR Bell,16,19.0,33,0,7,1.6,8,KP Pietersen,6,10.0,20,0.0,37.0,9.3,95,166
"8,9,10,11,12 January 2014 ",2013/14,2114,Dubai International Cricket Stadium,1,Mohammad Hafeez,21,59.0,89,0,28,9.3,41,Younis Khan,13,29.0,44,0.0,78.0,27.5,219,165
"8,9,10,11,12 January 2014 ",2013/14,2114,Dubai International Cricket Stadium,2,KC Sangakkara,26,36.0,46,0,40,10.6,46,LD Chandimal,12,23.0,23,0.0,75.0,21.1,328,388
"8,9,10,11,12 January 2014 ",2013/14,2114,Dubai International Cricket Stadium,3,Mohammad Hafeez,1,4.0,3,0,11,2.5,9,Younis Khan,77,173.0,248,0.0,12.0,3.3,30,359
"8,9,10,11,12 January 2014 ",2013/14,2114,Dubai International Cricket Stadium,4,KC Sangakkara,9,20.0,23,1,124,40.3,166,,,,,,,,,
"16,17,18,19,20 January 2014 ",2013/14,2115,Sharjah Cricket Stadium,1,KC Sangakkara,52,103.0,138,0,31,14.6,73,DPMD Jayawardene,47,108.0,136,0.0,65.0,27.4,211,428
"16,17,18,19,20 January 2014 ",2013/14,2115,Sharjah Cricket Stadium,2,Azhar Ali,8,27.0,43,0,114,48.3,185,Younis Khan,17,31.0,50,0.0,149.0,57.6,333,341
"16,17,18,19,20 January 2014 ",2013/14,2115,Sharjah Cricket Stadium,3,KC Sangakkara,8,30.0,51,0,13,5.1,25,DPMD Jayawardene,46,144.0,211,0.0,37.0,17.3,124,214
"16,17,18,19,20 January 2014 ",2013/14,2115,Sharjah Cricket Stadium,4,Azhar Ali,103,137.0,238,0,35,6.3,27,Younis Khan,29,42.0,56,0.0,48.0,8.6,265,302
"27,28,29,30 January 2014 ",2013/14,2116,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Marshall Ayub,1,6.0,10,0,35,9.1,40,Mominul Haque,8,16.0,31,0.0,40.0,10.4,60,232
"27,28,29,30 January 2014 ",2013/14,2116,"Shere Bangla National Stadium, Mirpur, Dhaka",2,KC Sangakkara,75,182.0,196,0,118,37.2,172,DPMD Jayawardene,203,272.0,416,1.0,273.0,86.6,395,730
"27,28,29,30 January 2014 ",2013/14,2116,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Marshall Ayub,18,36.0,47,0,15,3.3,15,Mominul Haque,50,57.0,98,0.0,35.0,9.2,62,250
"4,5,6,7,8 February 2014 ",2013/14,2117,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,KC Sangakkara,319,482.0,551,0,39,15.6,66,DPMD Jayawardene,72,147.0,187,0.0,49.0,20.3,617,587
"4,5,6,7,8 February 2014 ",2013/14,2117,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,Imrul Kayes,115,218.0,304,0,0,0.4,2,Mominul Haque,13,24.0,31,0.0,232.0,61.2,306,426
"4,5,6,7,8 February 2014 ",2013/14,2117,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,KC Sangakkara,105,144.0,176,0,36,12.3,55,DPMD Jayawardene,11,29.0,39,0.0,49.0,16.6,231,305
"4,5,6,7,8 February 2014 ",2013/14,2117,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,Imrul Kayes,25,66.0,96,0,71,29.4,119,Mominul Haque,100,167.0,192,1.0,81.0,34.3,136,271
"6,7,8,9 February 2014 ",2013/14,2118,"Eden Park, Auckland",1,KS Williamson,113,172.0,250,0,19,9.5,42,LRPL Taylor,3,15.0,23,0.0,23.0,12.1,292,503
"6,7,8,9 February 2014 ",2013/14,2118,"Eden Park, Auckland",2,CA Pujara,1,3.0,3,0,1,0.2,1,V Kohli,4,13.0,17,0.0,3.0,0.6,79,202
"6,7,8,9 February 2014 ",2013/14,2118,"Eden Park, Auckland",3,KS Williamson,3,17.0,22,0,1,0.6,4,LRPL Taylor,41,73.0,116,0.0,9.0,2.6,26,105
"6,7,8,9 February 2014 ",2013/14,2118,"Eden Park, Auckland",4,CA Pujara,23,71.0,91,0,36,7.6,37,V Kohli,67,102.0,131,0.0,96.0,29.2,322,366
"12,13,14,15 February 2014 ",2013/14,2119,"SuperSport Park, Centurion",1,AJ Doolan,27,51.0,85,0,15,4.1,17,SE Marsh,148,288.0,428,0.0,24.0,8.2,102,397
"12,13,14,15 February 2014 ",2013/14,2119,"SuperSport Park, Centurion",2,HM Amla,17,42.0,54,0,11,1.4,7,F du Plessis,3,5.0,8,0.0,15.0,5.3,61,206
"12,13,14,15 February 2014 ",2013/14,2119,"SuperSport Park, Centurion",3,AJ Doolan,89,154.0,247,0,1,1.1,5,SE Marsh,44,84.0,106,0.0,206.0,46.5,252,290
"12,13,14,15 February 2014 ",2013/14,2119,"SuperSport Park, Centurion",4,HM Amla,35,71.0,125,0,6,1.5,9,F du Plessis,18,47.0,58,0.0,12.0,3.4,134,200
"14,15,16,17,18 February 2014 ",2013/14,2120,"Basin Reserve, Wellington",1,KS Williamson,47,100.0,167,0,23,9.3,40,TWM Latham,0,8.0,10,0.0,26.0,11.2,207,192
"14,15,16,17,18 February 2014 ",2013/14,2120,"Basin Reserve, Wellington",2,CA Pujara,19,59.0,99,0,2,1.6,8,I Sharma,26,50.0,53,0.0,89.0,24.2,189,438
"14,15,16,17,18 February 2014 ",2013/14,2120,"Basin Reserve, Wellington",3,KS Williamson,7,22.0,40,0,1,1.3,7,TWM Latham,29,64.0,111,0.0,27.0,10.4,79,680
"14,15,16,17,18 February 2014 ",2013/14,2120,"Basin Reserve, Wellington",4,CA Pujara,17,50.0,75,0,10,4.5,18,V Kohli,105,135.0,195,1.0,10.0,5.2,93,166
"20,21,22,23 February 2014 ",2013/14,2121,"St George's Park, Port Elizabeth",1,HM Amla,0,2.0,3,0,10,4.6,23,F du Plessis,55,126.0,160,0.0,11.0,5.3,294,423
"20,21,22,23 February 2014 ",2013/14,2121,"St George's Park, Port Elizabeth",2,AJ Doolan,8,15.0,29,0,7,3.3,16,SE Marsh,0,2.0,2,0.0,41.0,9.1,146,246
"20,21,22,23 February 2014 ",2013/14,2121,"St George's Park, Port Elizabeth",3,HM Amla,127,176.0,277,1,20,4.1,20,F du Plessis,24,35.0,64,0.0,42.0,11.6,297,270
"20,21,22,23 February 2014 ",2013/14,2121,"St George's Park, Port Elizabeth",4,AJ Doolan,5,43.0,61,0,126,29.2,124,SE Marsh,0,1.0,5,0.0,152.0,42.6,332,216
"1,2,3,4,5 March 2014 ",2013/14,2122,"Newlands, Cape Town",1,AJ Doolan,20,66.0,83,0,65,13.3,57,MJ Clarke (c),161,301.0,430,1.0,138.0,31.3,262,494
"1,2,3,4,5 March 2014 ",2013/14,2122,"Newlands, Cape Town",2,D Elgar,11,20.0,35,0,7,4.5,24,HM Amla,38,52.0,76,0.0,42.0,11.4,106,287
"1,2,3,4,5 March 2014 ",2013/14,2122,"Newlands, Cape Town",3,AJ Doolan,37,87.0,91,0,123,20.2,92,SR Watson,25,17.0,31,0.0,188.0,44.6,243,303
